Lead,Wave_Type,Start,Peak,End,Amplitude,Frequency,Magnitude
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,0.0,3917.853260869565
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,1.2492048346055975,3305.270217802401
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,2.498409669211195,2392.627494688799
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,3.7476145038167923,1969.2815876318612
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,4.99681933842239,1407.9303596225807
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,6.246024173027988,943.2804908333545
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,7.495229007633585,1148.1206935938992
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,8.744433842239182,1466.5162500681402
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,9.99363867684478,1288.6782599345302
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,11.242843511450378,962.6800222436915
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-12.492048346055975,904.9728260869565
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-11.242843511450378,962.6800222436914
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-9.99363867684478,1288.6782599345302
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-8.744433842239182,1466.5162500681402
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-7.495229007633585,1148.1206935938997
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-6.246024173027988,943.2804908333549
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-4.99681933842239,1407.9303596225807
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-3.7476145038167923,1969.281587631861
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-2.498409669211195,2392.6274946887993
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-1.2492048346055975,3305.270217802401
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,0.0,1718.478260869565
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,1.249204834605601,1484.3476936133384
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,2.498409669211202,935.1177063175055
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,3.747614503816803,532.3427156472897
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,4.996819338422404,623.2898416312811
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,6.2460241730280055,669.6747742191169
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,7.495229007633606,536.6237970089195
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,8.744433842239207,376.0573226936068
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,9.993638676844808,285.7654296347905
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,11.24284351145041,235.28860128584213
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,-12.492048346056011,213.4239130434783
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,-11.24284351145041,235.28860128584202
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,-9.993638676844808,285.7654296347905
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,-8.744433842239207,376.0573226936068
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,-7.495229007633606,536.6237970089196
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,627.7989130434783,-6.2460241730280055,669.6747742191169
